codigo,grupo,nombre,energykcal,energykj,water,prot,fat,chocdf,choavl,fib,fibtg,ash,ca,p,zn,fe,beta,retinol,vita,thia,ribf,nia,vitc,asct
B53,"Verduras, hortalizas, y derivados",Lechuga americana P.C.,11,46,96.6,0.6,0.1,2.4,1.2,0.7,1.2,0.3,52,20,0.15,0.1,,6,25,0.02,0.06,0.13,1.5,
B54,"Verduras, hortalizas, y derivados",Lechuga larga P.C.,19,79,93.4,1.5,0.2,3.9,1.8,1,2.1,1,64,63,0.23,1.6,,120,290,0.06,0.08,0.52,14.5,
B55,"Verduras, hortalizas, y derivados",Lechuga redonda P.C.,12,50,95.7,1.3,0.2,2.1,0.8,0.8,1.3,0.7,47,49,0.18,1,,63,370,0.06,0.05,0.48,7.4,
B56,"Verduras, hortalizas, y derivados",Manchay P.C.,53,222,84.8,0.4,0.1,14.4,14.4,0.8,,0.3,44,16,,1.3,,238,,0.36,0.34,0.61,4,
B57,"Verduras, hortalizas, y derivados","Mastuerzo, hojas de",48,201,86.3,1.8,1.3,9.2,8.1,0.5,1.1,1.4,211,85,0.23,1.3,,,346,0.09,0.35,1.04,25.2,
B58,"Verduras, hortalizas, y derivados","Mostaza, hojas de P.C.",32,134,89,3.5,0.6,5.2,2.1,1.3,3.1,1.7,478,92,0.27,1.7,,,50,0.29,0.2,0.8,70,
B59,"Verduras, hortalizas, y derivados","Muña, seca",268,1121,16,3.2,2.8,66.3,66.3,9.4,,11.7,2237,269,,22.4,,306,,0.35,1.81,6.85,0,
B60,"Verduras, hortalizas, y derivados",Nabo P.C.,16,67,94.7,0.6,0.2,3.6,1.8,0.6,1.8,0.9,34,34,0.27,0.1,,0,0,0.01,0.04,0.23,21.1,
B61,"Verduras, hortalizas, y derivados","Nabo, hojas de",35,146,88.1,2.9,0.4,7,3.8,2.5,3.2,1.6,367,95,0.19,2.8,,309,579,0.12,0.38,2.4,49.2,
B62,"Verduras, hortalizas, y derivados",Orégano fresco,48,201,85.1,1.6,0.5,11.3,11.3,1.8,,1.5,312,46,,9.3,,,,0.08,0.3,0.65,10,
B63,"Verduras, hortalizas, y derivados","Pacchoy, hojas de",28,117,90.5,1.3,0.3,6.3,5.3,0.9,1,1.6,235,60,0.19,3,,178,223,0.05,0.1,0.73,50,
B64,"Verduras, hortalizas, y derivados","Pacchoy, tallos de",22,92,92,0.4,0.2,5.4,4.4,0.5,1,2,302,84,0.19,1.2,,0,223,0.01,0.05,0.53,12,
B65,"Verduras, hortalizas, y derivados",Paico,54,226,81.7,5,1.1,9.2,5.4,2.1,3.8,3,459,65,1.1,6.3,,674,3,0.11,0.42,1.12,34.7,
B66,"Verduras, hortalizas, y derivados",Pajuro P.C.,120,502,64.4,2.1,0.3,31.5,31.5,1.5,,1.7,25,105,,1.2,,0,,0.05,0.22,1.39,42,
B67,"Verduras, hortalizas, y derivados",Pepinillo sin cáscara,11,46,96.4,0.5,0.1,2.6,1.9,0.4,0.7,0.4,20,22,0.17,0.3,,1,4,0.03,0.04,0.09,12.6,
B68,"Verduras, hortalizas, y derivados",Perejil sin tallo,56,234,82,4.8,0.7,9.9,6.6,1.6,3.3,2.6,202,76,1.07,8.7,,452,421,0.07,0.32,2.87,95.8,
B69,"Verduras, hortalizas, y derivados",Pimiento P.C.,35,146,89.6,1.5,0.5,7.7,5.7,1.2,2,0.7,12,24,0.25,0.5,,125,157,0.05,0.11,1.58,108.3,
B70,"Verduras, hortalizas, y derivados",Pirca P.C.,42,176,86.2,4,0.6,7.6,7.6,1.7,,1.6,230,58,,6,,132,,0.13,0.31,0.82,17,
B71,"Verduras, hortalizas, y derivados",Poro sin hojas,40,167,87.8,2.7,0.8,7.6,5.8,1.3,1.8,1.1,78,50,0.12,0.7,,8,83,0.09,0.08,0.46,8.6,
B72,"Verduras, hortalizas, y derivados","Quinua, hojas de",50,209,81.4,4.7,0.6,9.5,9.5,1.8,,3.8,377,63,,1.5,,251,,0.06,0.95,1.2,11.1,
B73,"Verduras, hortalizas, y derivados",Rabanitos P.C.,14,59,95.1,0.8,0.1,2.9,1.3,0.7,1.6,1.1,36,29,0.28,1,,0,0,0.01,0.02,0.29,18.6,
B74,"Verduras, hortalizas, y derivados",Rabicol P.C.,22,92,92.8,2,0.2,4.2,4.2,2.2,,0.8,41,41,,0.3,,1,,0.01,0.04,0.43,94.1,
B75,"Verduras, hortalizas, y derivados",Radicheta o achicoria P.C.,31,130,90,1.9,0.5,6.2,2.2,1.4,4,1.4,273,34,0.42,,,158,286,0.07,0.14,0.51,9,
B76,"Verduras, hortalizas, y derivados",Rocoto fresco P.C.,36,151,89.5,1.2,0.5,8.2,8.2,1.5,,0.6,6,22,,0.5,,35,,0.01,0.14,1.15,14.9,
B77,"Verduras, hortalizas, y derivados",Ruda,82,343,75.4,4.1,1.7,16.1,16.1,2.5,,2.7,552,72,,7.7,,879,,,0.76,1.62,112,
B78,"Verduras, hortalizas, y derivados",Siuca culantro P.C.,38,159,87.6,1.9,0.5,8.1,5.3,2.1,2.8,1.9,195,68,0.5,4.9,,111,337,0.06,0.22,1,0.7,
B79,"Verduras, hortalizas, y derivados",Tomate P.C.,19,79,94.2,0.8,0.2,4.3,3.1,0.8,1.2,0.5,7,20,0.17,0.6,,37,42,0.04,0.06,0.62,18.4,
B80,"Verduras, hortalizas, y derivados",Tomate italiano P.C.,16,67,94.8,0.8,0.2,3.6,2.4,1,1.2,0.6,7,25,0.17,0.3,,46,42,0.06,0.06,0.63,32.5,
B81,"Verduras, hortalizas, y derivados","Tomate con carne, salsa de ",93,389,77.7,2.7,5.7,11,12,1,,2.9,20,67,,2.1,,,,0.13,,1.1,9.4,
B82,"Verduras, hortalizas, y derivados","Tomate, salsa de",23,96,75,1.5,0.7,3.9,2.4,1.8,1.5,18.9,117,64,0.2,3,,123,17,0.1,0.12,0.6,0,
B83,"Verduras, hortalizas, y derivados","Tomate, salsa concentrada de",73,305,75.3,2.7,1,16.8,17.8,1.3,,4.2,19,103,,2.9,,,,0.12,,1.5,26.8,
B84,"Verduras, hortalizas, y derivados",Vainitas P.C.,37,155,88.2,2.4,0.3,8.1,4.7,2.3,3.4,1,88,49,0.24,1.4,,28,35,0.07,0.2,0.71,9.6,
B85,"Verduras, hortalizas, y derivados",Zanahoria amarilla sin cáscara,41,172,89,0.6,0.5,9.2,6.4,1.2,2.8,0.7,33,16,0.24,0.5,,,841,0.04,0.04,0.18,17.4,
B86,"Verduras, hortalizas, y derivados","Zanahoria, harina de",293,1226,11.8,7.3,1.5,67.7,67.7,6.9,,11.7,418,384,,,,,,0.38,0.33,3.74,10,
B87,"Verduras, hortalizas, y derivados",Zapallo italiano P.C.,14,59,95.4,0.9,0.2,2.9,2.9,0.5,,0.6,27,34,,0.3,,0,,0.01,0.33,0.42,26.2,
B88,"Verduras, hortalizas, y derivados",Zapallo loche P.C.,80,335,75.7,1.6,0.1,21.1,19.1,1.2,2,1.5,20,57,0.15,1.2,,108,532,0.05,0.08,1.23,2.6,
B89,"Verduras, hortalizas, y derivados",Zapallo macre P.C.,26,109,92,0.7,0.2,6.4,6.4,1,,0.7,26,17,0.13,0.6,,154,68,0.03,0.04,0.4,5.7,
C01,Frutas y derivados,Abridores P.C.,63,264,82,0.8,0.1,16.4,14.9,0.8,1.5,0.7,6,35,0.17,0.4,,49,16,0.03,0.05,1.17,27.5,
C02,Frutas y derivados,Aceituna de botija P.C.,298,1247,57.5,0.8,32.1,7.3,7.3,1.4,,2.3,86,55,,2.4,,0,,0.03,0.22,0.8,0,
C03,Frutas y derivados,Aceitunas negras preparadas P.C.,304,1272,41,2.2,22.4,30.3,27.1,1.5,3.2,4.1,67,63,0.22,7.4,,,20,0.03,0.24,1,0,
C04,Frutas y derivados,Airampo P.C.,49,205,85.9,1.8,0.5,11.2,11.2,,,0.6,85,0,,,,,,0.01,0.02,24,,
C05,Frutas y derivados,Aguaje P.C.,283,1184,53.6,2.3,25.1,18.1,18.1,10.4,,0.9,74,27,,0.7,,706,,0.12,0.17,0.3,0,
C06,Frutas y derivados,Anona P.C.,53,222,85,1.1,0.4,12.9,10.5,1.2,2.4,0.6,16,37,,0.2,,0,2,0.07,0.23,0.79,3.4,
C07,Frutas y derivados,Melocotón-durazno-blanquillo P.C.,64,268,81.7,0.6,0.1,17.1,15.6,0.6,1.5,0.5,4,22,0.17,0.3,,0,16,0.03,0.04,0.9,15.3,
C08,Frutas y derivados,Caimito,60,251,83.5,1.8,0.5,13.6,10.8,,2.8,0.6,88,19,,0.2,,,,0.01,0.02,24,13,
C09,Frutas y derivados,Camu-camu P.C.,24,100,93.3,0.5,0.1,5.9,5.9,0.4,,0.2,28,15,,0.5,,0,,0.01,0.04,0.61,2780,
C10,Frutas y derivados,Capulí P.C.,63,264,82.3,0.7,0.4,15.9,15.9,0.6,,0.7,26,26,,0.9,,19,36,0.07,0.11,1.45,0,
C11,Frutas y derivados,Chambiro P.C.,118,494,75.9,1.5,7.3,14.5,14.5,8.4,,0.8,47,59,,0.6,,0,,0.08,0.23,0.2,4.2,
C12,Frutas y derivados,Chirimoya P.C.,87,364,75.1,1.2,0.2,22.6,20.3,1.5,2.3,0.9,20,63,0.18,0.7,,0,0,0.09,0.16,1.62,3.3,
C13,Frutas y derivados,Ciruela P.C.,82,343,76.3,1,0.2,21.5,21.5,0.5,,1,20,53,,0.9,,23,,0.05,0.06,1.44,36.8,
C14,Frutas y derivados,Coco P.C.,286,1197,56.4,3.4,28.1,10.8,10.8,2.3,,1.3,8,51,0.25,1.8,,0,1,0.02,0.05,0.58,0.9,
C15,Frutas y derivados,"Coco, agua de",14,59,95.5,0.7,0.1,3.1,2,0,1.1,0.6,21,7,0.1,0,,0,0,0.03,0.01,0.08,0.8,
C16,Frutas y derivados,Cocona P.C.,41,172,88.5,0.9,0.7,9.2,9.2,2.5,,0.7,16,30,,1.5,,23,,0.06,0.1,2.25,4.5,
C17,Frutas y derivados,Dátiles P.C.,224,937,36.8,1.4,0.5,59.8,51.8,2.8,8,1.5,60,29,0.29,0.8,,5,0,0.1,0.09,0.13,2.9,
C18,Frutas y derivados,Fresa P.C.,41,172,89.1,0.7,0.8,8.9,6.9,1.4,2,0.5,37,28,0.14,1.2,,7,1,0.04,0.05,0.26,42,
C19,Frutas y derivados,Granada P.C.,68,285,80,0.5,0.1,18.3,17.7,0.5,0.6,1.1,10,38,0.12,0.3,,0,5,0.09,0.04,1.56,5.2,
C20,Frutas y derivados,Granadilla P.C.,80,335,78.9,2.2,2,15.6,15.6,3.5,,1.3,17,128,,0.4,,0,28,0.11,0.13,2.14,15.8,
C21,Frutas y derivados,"Granadilla, jugo enlatado de",68,285,82,1.1,0,16.1,16.1,0.2,,0.8,6,50,,0.6,,,,0,0.03,,129.6,
C22,Frutas y derivados,Guanábana P.C.,56,234,84,0.9,0.2,14.3,11,1.1,3.3,0.6,38,43,0.1,0.7,,0,0,0.05,0.06,1.69,19,
C23,Frutas y derivados,Guayaba P.C.,56,234,83.9,0.5,0.1,14.9,9.5,5.7,5.4,0.6,18,23,0.23,0.3,,0,31,0.04,0.04,1.44,60,
C24,Frutas y derivados,Guayaba amarilla P.C.,71,297,80.1,0.8,0.2,18.4,13,6.1,5.4,0.5,32,15,0.23,0.1,,3,31,0.05,0.06,0.44,7.2,
C25,Frutas y derivados,Guayaba rosada P.C.,56,234,84,0.5,0.2,14.7,9.3,5.6,5.4,0.6,17,23,0.23,0.3,,0,31,0.04,0.05,1.4,9.8,
C26,Frutas y derivados,Guayaba verde P.C.,55,230,84.3,0.5,0.1,14.7,9.3,4.4,5.4,0.4,30,11,0.23,0,,3,31,0.04,0.06,0.66,17.7,
C27,Frutas y derivados,Higo negro P.C.,76,318,78,0.9,0.1,19.9,17,1.7,2.9,1.1,58,43,0.15,0.8,,5,7,0.04,0.05,0.52,2.9,
C28,Frutas y derivados,Higo seco P.C.,182,761,47.7,3.6,0.2,46.6,36.8,8.6,9.8,1.9,109,100,0.55,2.4,,0,10,0,0.082,0.9,3.7,
C29,Frutas y derivados,Huito P.C.,55,230,83.9,1.2,0.1,14,14,1.6,,0.8,69,21,,0.5,,0,,0.03,0.33,0.54,1.1,
C30,Frutas y derivados,Humarí P.C.,121,506,70.3,1.6,5,22.4,22.4,,,0.7,34,21,,0.1,,20,,0.01,0.74,,10.9,
C31,Frutas y derivados,Kaki P.C.,75,314,78.1,0.5,0.1,20.8,17.2,0.5,3.6,0.5,9,26,0.11,0.2,,17,81,0.05,0.03,0,6.9,
C32,Frutas y derivados,Kumuvi P.C.,101,423,71.9,0.7,0.6,25.9,25.9,7.9,,0.9,16,31,,3.5,,7,,0.02,0.04,0.22,2.8,
C33,Frutas y derivados,Lima P.C.,27,113,92.8,0.6,0.4,5.9,3.1,0.7,2.8,0.3,31,9,0.11,0.2,,6,2,0.03,0.04,0.3,36,
C34,Frutas y derivados,"Limón, jugo de",30,126,89.3,0.5,0.2,9.7,9.3,0,0.4,0.3,18,14,0.05,0.5,,,1,0.03,0.03,0.11,44.2,
C35,Frutas y derivados,Lúcuma P.C.,99,414,72.3,1.5,0.5,25,25,1.3,,0.7,16,26,,0.4,,355,,0.01,0.14,1.96,2.2,
C36,Frutas y derivados,"Lúcuma, harina de",329,1377,9.3,4,2.4,82,82,2.1,,2.3,92,186,,4.6,,0,,0.02,0.03,,11.6,
C37,Frutas y derivados,"Macambo, pulpa y semilla",177,741,61.1,6.7,9.2,21.5,21.5,18.2,,1.5,19,165,,1.7,,,,0.95,1.05,1.2,9.2,
C38,Frutas y derivados,"Macambo, pulpa de",44,184,88,2.1,0.8,8.3,8.3,0.7,,0.8,,44,,0.5,,26,,0.08,0.09,3.1,22.8,
C39,Frutas y derivados,Mamey maduro P.C.,37,155,88.9,0.5,0.1,9.7,6.7,1.7,3,0.8,51,46,0.1,0.4,,57,12,0.02,0.04,0.61,2,
C40,Frutas y derivados,Mandarina P.C.,35,146,90.1,0.6,0.3,8.6,6.8,0.5,1.8,0.4,19,17,0.07,0.3,,5,34,0.06,0.05,0.3,48.7,
C41,Frutas y derivados,Mango P.C.,60,251,83,0.4,0.2,15.9,14.1,1,1.8,0.5,17,15,0.04,0.4,,159,38,0.03,0.11,0.39,24.8,
C42,Frutas y derivados,Manzana nacional P.C.,54,226,84.7,0.3,0.1,14.6,13.3,0.8,1.3,0.3,5,11,0.05,1.4,,0,2,0.03,0.04,0.13,1.3,
C43,Frutas y derivados,"Maracuyá, jugo puro de",67,280,82.3,0.9,0.1,16.1,15.9,0.2,0.2,0.6,13,30,0.06,3,,410,121,0.03,0.15,2.24,22,
C44,Frutas y derivados,Marañón P.C.,45,188,87.9,0.8,0.5,10.5,7.8,1.3,2.7,0.3,8,30,,3,,26,15,0.05,0.05,0.96,108,
C45,Frutas y derivados,Melón P.C.,23,96,92.9,0.5,0.1,5.8,5,0.2,0.8,0.7,13,15,0.09,0.5,,79,3,0.04,0.04,0.64,23,
C46,Frutas y derivados,Melón enano P.C.,20,84,94.3,0.6,0.2,4.4,4.4,0.3,,0.5,23,3,,0.4,,6,,0.02,0.06,0.38,15.3,
C47,Frutas y derivados,Membrillo P.C.,43,180,86.9,0.3,0.1,11.5,9.6,1.3,1.9,1.2,9,29,0.04,0.7,,9,2,0.02,0.07,0.23,12.5,
C48,Frutas y derivados,Naranja P.C.,40,167,88.5,0.6,0.2,10.1,7.7,0.4,2.4,0.6,23,51,0.07,0.2,,7,11,0.09,0.04,0.36,92.3,
C49,Frutas y derivados,"Naranja agria, jugo de",33,138,90.7,0.5,0.2,8.2,8,0,0.2,0.4,31,9,0.07,0.2,,0,9,0.03,0.05,0.13,42,
C50,Frutas y derivados,Naranja de Guayaquil P.C.,40,167,88.6,0.5,0.2,10.2,7.8,0.5,2.4,0.5,37,17,0.07,0.1,,5,11,0.05,0.01,0.14,42.2,
C51,Frutas y derivados,Naranja de Huando P.C.,45,188,87.3,1.2,0.2,10.9,8.5,0.9,2.4,0.4,30,17,0.07,0.1,,3,11,0.06,0.02,0.29,43.9,
C52,Frutas y derivados,Níspero P.C.,47,197,86.5,0.3,0,12.7,11,0.6,1.7,0.5,21,16,0.05,0.3,,70,76,0.02,0.11,0.37,1.2,
C53,Frutas y derivados,Nuzive P.C.,138,577,70.3,2.7,7.8,17.7,17.7,4.1,,1.5,38,113,,7.5,,9,,0.23,0.15,1.08,1.7,
C54,Frutas y derivados,Pacae  o guaba P.C.,56,234,84.1,0.6,0.1,14.8,14.8,0.7,,0.4,14,30,,0.4,,0,,0.02,0.07,0.5,1.4,
C55,Frutas y derivados,Palta P.C.,131,548,79.2,1.7,12.5,5.6,0,5.8,6.7,1,30,67,0.64,0.6,,7,7,0.03,0.1,1.82,6.8,
C56,Frutas y derivados,Pan de árbol con semilla,135,565,63.4,4.5,1.8,29,24.1,3.1,4.9,1.3,20,255,0.12,0.9,,,0,0.22,0.09,2.6,6.6,
C57,Frutas y derivados,Pan de árbol sin semilla,47,197,86.4,1.6,0.5,10.5,5.6,2.8,4.9,1,71,37,0.12,2.8,,3,0,0.07,0.08,0.78,2.1,
C58,Frutas y derivados,Pan-Meo P.C.,78,326,78,1.3,0.2,19.9,19.9,3.2,,0.6,21,21,,,,,,0.07,0.09,0.66,1.4,
C59,Frutas y derivados,Papaya P.C.,32,134,90.8,0.4,0.1,8.2,6.4,0.5,1.8,0.5,23,14,0.07,0.3,,63,55,0.03,0.07,0.41,47.7,
C60,Frutas y derivados,Pasas sin pepas,241,1008,31.6,2.4,0.4,63.8,60.1,0.9,3.7,1.8,64,91,0.22,3.7,,0,0,0.12,0.13,0.37,2.3,
C61,Frutas y derivados,Pepino dulce P.C.,26,109,92.3,0.3,0,7,7,0.5,,0.4,30,10,,0.3,,28,28,0.04,0.05,0.58,29.7,
C62,Frutas y derivados,Pera chilena P.C.,49,205,86,0.3,0.1,13.2,10.1,1,3.1,0.4,4,16,0.1,0.3,,3,1,0.02,0.04,0.24,1.9,
C63,Frutas y derivados,Pera de agua P.C.,53,222,85.8,0.4,0.6,13,9.9,1.6,3.1,0.2,7,5,0.1,0.1,,0,1,0.02,0.06,0.16,6.5,
C64,Frutas y derivados,Pera nacional P.C.,55,230,84.7,0.4,0.2,14.5,14.5,1.9,,0.2,2,6,,0.3,,0,,0.02,0.05,0.16,2.5,
C65,Frutas y derivados,Pera perilla P.C.,58,243,84.2,0.6,0.5,14.4,14.4,1.7,,0.3,10,18,,0.5,,0,,0.03,0.05,0.44,3.6,
C66,Frutas y derivados,Peros P.C.,55,230,85.4,0.4,0.7,13.3,12,1,1.3,0.2,6,9,0.05,0.3,,7,2,0.05,0.07,0.11,2.8,
C67,Frutas y derivados,Pijuayo P.C.,184,770,52.3,2.8,3.2,41,41,4.5,,0.7,27,47,,1,,140,,0.05,0.28,1.38,22.6,
C68,Frutas y derivados,Pijuayo sancochado,177,741,54,2.6,3.3,39.2,39.2,4.5,,0.9,26,75,,0.6,,108,,0.03,0.2,0.76,,
C69,Frutas y derivados,Piña P.C.,38,159,89.3,0.4,0.2,9.8,8.4,0.5,1.4,0.3,10,5,0.1,0.4,,7,3,0.04,0.06,0.27,19.9,
C70,Frutas y derivados,Plátano de isla P.C.,91,381,74,0.9,0.4,23.6,21,0.5,2.6,1.1,8,20,0.15,0.6,,131,3,0.07,0.07,0.47,4.2,
C71,Frutas y derivados,Plátano de seda P.C.,83,347,76.2,1.5,0.3,21,18.4,0.4,2.6,1,5,27,0.15,0.6,,21,3,0.03,0.05,0.79,4.3,
C72,Frutas y derivados,Plátano guineo P.C.,120,502,65.9,1.4,0.2,31.7,29.1,0.4,2.6,0.8,10,23,0.15,0.6,,,3,0.02,0.08,0.53,1.1,
C73,Frutas y derivados,Plátano manzano P.C.,90,377,74.3,1.1,0.2,23.4,20.8,0.3,2.6,1,6,47,0.15,0.8,,6,3,0.04,0.16,0.6,7.3,
C74,Frutas y derivados,"Plátano, harina de",300,1255,14.9,3.1,0.4,79.6,69.7,1.1,9.9,2,29,104,0.61,3.9,,100,12,0.11,0.12,1.57,1.3,
C75,Frutas y derivados,Plátano maduro P.C.,112,469,68.1,1.2,0.2,29.6,27,0.3,2.6,0.9,0,37,0.15,0.4,,82,3,0.06,0.06,0.5,5.6,
C76,Frutas y derivados,Plátano morado P.C.,106,444,69.8,1,0.2,28.1,25.5,0.8,2.6,0.9,42,17,0.15,0.3,,30,3,,0.25,0.68,2.3,
C77,Frutas y derivados,Plátano seco (orejón),268,1121,24.5,3.7,1.2,68.2,58.3,,9.9,2.4,26,84,0.61,,,,12,0.05,0.18,1.4,1.8,
C78,Frutas y derivados,Plátano verde P.C.,152,636,57,1,0.2,40.9,38.6,0.8,2.3,0.9,8,43,0.14,0.5,,130,56,0.09,0.14,0.62,10.4,
C79,Frutas y derivados,Plátano verde asado,252,1054,29.1,1.5,0.2,68,65.7,1.1,2.3,1.2,10,80,0.13,0.8,,130,45,0.11,0.22,0.9,1.4,
C80,Frutas y derivados,Plátano verde sancochado,137,573,61.6,0.7,0.3,36.8,34.5,0.8,2.3,0.6,10,35,0.13,0.7,,100,45,0.06,0.17,0.53,3.4,
C81,Frutas y derivados,Pomarosa,33,138,90.7,0.5,0.4,7.9,7.9,,,0.5,10,9,0.06,0.2,,31,17,2,0.02,0.05,20.4,
C82,Frutas y derivados,Purunkari P.C.,151,632,58.1,2.7,1.4,36.3,36.3,2.5,,1.5,96,39,,2.8,,10,,0.03,0.06,1.46,5.6,
C83,Frutas y derivados,Sandía P.C.,24,100,93,0.7,0.1,5.9,5.5,0.2,0.4,0.3,6,5,0.1,0.3,,23,28,0.06,0.04,0.18,3,
C84,Frutas y derivados,Shiwawaco (semilla),149,623,39,6.6,7.5,45.5,45.5,4,,1.4,45,179,,2.7,,,,0.02,0.08,1.07,10.6,
C85,Frutas y derivados,Tamarindo,239,1000,31.4,2.8,0.6,62.5,57.4,3,5.1,2.7,74,113,0.1,1,,7,2,0.428,0.152,1938,3.5,
C86,Frutas y derivados,Mango ciruelo (taperibá) P.C.,56,234,84.5,0.6,0.3,14.2,14.2,0.6,,0.4,39,27,,0.7,,0,,0.05,0.19,0.67,5.9,
C87,Frutas y derivados,Toronja P.C.,36,151,89.8,0.6,0.4,8.8,7.7,0.3,1.1,0.4,34,16,0.07,2,,0,46,,0.01,0.2,50.6,
C88,Frutas y derivados,Tumbo costeño P.C.,22,92,93.3,0.4,0,5.8,5.8,0.8,,0.5,11,15,,0.4,,6,,0.01,0.04,0.47,34.4,
C89,Frutas y derivados,Tumbo serrano P.C.,64,268,82.1,1.2,0.5,15.4,15.4,3.6,,0.8,8,34,,0.6,,159,,0.02,0.11,4.56,66.7,
C90,Frutas y derivados,Tuna P.C.,58,243,82.3,0.8,0,15.4,12.1,3.8,3.3,1.5,16,26,0.12,0.3,,1,2,0.01,0.04,0.36,19.5,
C91,Frutas y derivados,Tuna colorada P.C.,58,243,83.5,0.6,0,15.5,12.2,3.7,3.3,0.4,39,39,0.12,0.2,,0,2,0.01,0.04,0.42,25.5,
C92,Frutas y derivados,Ungurauy P.C.,307,1284,41.7,2.8,21.1,33.6,33.6,,,0.8,65,16,,0.9,,8,,0.06,0.68,,0,
C93,Frutas y derivados,Uva blanca P.C.,43,180,87.8,0.3,0.2,11.3,10.4,0.4,0.9,0.4,5,20,0.07,0.8,,4,3,0.03,0.03,0.11,1.4,
C94,Frutas y derivados,Uva borgoña P.C.,82,343,77,0.9,0.3,21.3,20.4,0.6,0.9,0.5,18,32,0.07,1.1,,13,3,0.01,0.13,0.32,4.7,
C95,Frutas y derivados,Uva italia P.C.,66,276,81.1,0.4,0.1,17.7,16.8,0.4,0.9,0.7,19,28,0.07,0.5,,3,3,0.03,0.1,0.24,2.8,
C96,Frutas y derivados,Uva negra P.C.,67,280,81.2,0.2,0.1,18.1,17.2,0.3,0.9,0.4,6,20,0.07,2.2,,0,3,0.05,0.04,0.15,2.2,
C97,Frutas y derivados,Uva quebranta P.C.,66,276,81.4,0.5,0.1,17.7,17.7,0.5,,0.3,14,11,,0.4,,0,,0.05,0.07,0.11,0.7,
C98,Frutas y derivados,Uvilla P.C.,64,268,82.4,0.3,0.3,16.7,16.7,0.9,,0.3,34,10,,0.6,,0,,0,0.22,0.3,0.6,
